currency_pair,data_timestamp,db_timestamp,max,min,mean,vol,fd,_id
USDCNY,2025-05-01 21:12:31.349628,2025-05-01 21:18:36.835625,7.2706,7.2706,7.2706,0.0,0.0,68141d6c5bf39a1b89a5cb70
USDEUR,2025-05-01 21:18:36.987422,2025-05-01 21:24:42.790520,0.8863,0.8859,0.8861964912280701,0.00045136716739381966,0.6431372549019608,68141eda5bf39a1b89a5cde4
USDCAD,2025-05-01 21:18:36.987422,2025-05-01 21:24:42.804193,1.384,1.3837,1.3838508771929823,0.00021678636401090422,0.2675438596491228,68141eda5bf39a1b89a5cde5
USDGBP,2025-05-01 21:18:36.987422,2025-05-01 21:24:42.821083,0.7529,0.7527,0.7528421052631579,0.00026565995525724143,0.5055762081784386,68141eda5bf39a1b89a5cde6
USDCHF,2025-05-01 21:18:36.987422,2025-05-01 21:24:42.845050,0.831,0.8303,0.8307473684210527,0.0008426147666653068,0.66110183639399,68141eda5bf39a1b89a5cde7
USDAUD,2025-05-01 21:18:36.987422,2025-05-01 21:24:42.865210,1.5615,1.5604,1.5610315789473683,0.0007046622341502218,0.7038369304556354,68141eda5bf39a1b89a5cde8
EURCHF,2025-05-01 21:18:36.987422,2025-05-01 21:24:42.889017,0.9376,0.9371,0.9374017543859648,0.0005333892300291935,0.49206349206349204,68141eda5bf39a1b89a5cde9
GBPEUR,2025-05-01 21:18:36.987422,2025-05-01 21:24:42.913448,1.1772,1.1767,1.1770473684210527,0.0004247917402599257,0.8976109215017065,68141eda5bf39a1b89a5cdea
GBPCHF,2025-05-01 21:18:36.987422,2025-05-01 21:24:42.941868,1.1036,1.1031,1.103378947368421,0.00045315347115553915,1.0,68141eda5bf39a1b89a5cdeb
USDJPY,2025-05-01 21:18:36.987422,2025-05-01 21:24:42.959664,145.666,145.554,145.62508771929822,0.0007690982491690032,0.701530612244898,68141eda5bf39a1b89a5cdec
USDINR,2025-05-01 21:18:36.987422,2025-05-01 21:24:42.978947,84.5895,84.5641,84.56931754385965,0.0003003453349003521,0.28535353535353536,68141eda5bf39a1b89a5cded
USDCNY,2025-05-01 21:18:36.987422,2025-05-01 21:24:42.992047,7.2706,7.2706,7.2706,0.0,0.0,68141eda5bf39a1b89a5cdee
USDEUR,2025-05-01 21:24:43.374130,2025-05-01 21:30:45.510646,0.8864,0.8861,0.8862438596491229,0.0003385072818656723,0.4117647058823529,681420455bf39a1b89a5d062
USDCAD,2025-05-01 21:24:43.374130,2025-05-01 21:30:45.529554,1.3841,1.3836,1.383840350877193,0.00036131335502915884,0.4692982456140351,681420455bf39a1b89a5d063
USDGBP,2025-05-01 21:24:43.374130,2025-05-01 21:30:45.556775,0.753,0.7527,0.7528894736842106,0.0003984648616907054,0.4275092936802974,681420455bf39a1b89a5d064
USDCHF,2025-05-01 21:24:43.374130,2025-05-01 21:30:45.587503,0.8309,0.8305,0.8307789473684211,0.0004814758501849351,0.5759599332220368,681420455bf39a1b89a5d065
USDAUD,2025-05-01 21:24:43.374130,2025-05-01 21:30:45.614673,1.5619,1.5608,1.561359649122807,0.000704514171746462,0.5683453237410072,681420455bf39a1b89a5d066
EURCHF,2025-05-01 21:24:43.374130,2025-05-01 21:30:45.739904,0.9376,0.9373,0.9374157894736842,0.0003200287464417504,0.3412698412698413,681420455bf39a1b89a5d067
GBPEUR,2025-05-01 21:24:43.374130,2025-05-01 21:30:45.754360,1.1771,1.1768,1.177001754385965,0.00025488492169365985,0.6143344709897611,681420455bf39a1b89a5d068
GBPCHF,2025-05-01 21:24:43.374130,2025-05-01 21:30:45.768838,1.1036,1.1031,1.1033473684210526,0.00045316644087842515,0.7512315270935961,681420455bf39a1b89a5d069
USDJPY,2025-05-01 21:24:43.374130,2025-05-01 21:30:45.786906,145.648,145.587,145.61605263157895,0.00041890985847791286,0.5663265306122449,681420455bf39a1b89a5d06a
USDINR,2025-05-01 21:24:43.374130,2025-05-01 21:30:45.803243,84.591,84.5676,84.5729350877193,0.0002766842604637601,0.04377104377104377,681420455bf39a1b89a5d06b
USDCNY,2025-05-01 21:24:43.374130,2025-05-01 21:30:45.818813,7.2706,7.2706,7.2706,0.0,0.0,681420455bf39a1b89a5d06c
USDEUR,2025-05-01 21:30:45.915239,2025-05-01 21:36:47.154003,0.8866,0.8862,0.8864354838709677,0.00045124547389880005,0.9333333333333333,681421af5bf39a1b89a5d317
USDCAD,2025-05-01 21:30:45.915239,2025-05-01 21:36:47.471861,1.3843,1.3839,1.384117741935484,0.00028899275537125704,0.9736842105263158,681421af5bf39a1b89a5d318
USDGBP,2025-05-01 21:30:45.915239,2025-05-01 21:36:47.488065,0.7532,0.753,0.7530870967741936,0.0002655735317424329,0.49814126394052044,681421af5bf39a1b89a5d319
USDCHF,2025-05-01 21:30:45.915239,2025-05-01 21:36:47.504934,0.8313,0.8309,0.8311387096774193,0.0004812674410933339,0.5225375626043406,681421af5bf39a1b89a5d31a
USDAUD,2025-05-01 21:30:45.915239,2025-05-01 21:36:47.522058,1.5623,1.5613,1.5619919354838712,0.0006402081709150013,0.6690647482014388,681421af5bf39a1b89a5d31b
EURCHF,2025-05-01 21:30:45.915239,2025-05-01 21:36:47.551550,0.9377,0.9374,0.9375725806451612,0.00031997522772427,0.1931216931216931,681421af5bf39a1b89a5d31c
GBPEUR,2025-05-01 21:30:45.915239,2025-05-01 21:36:47.583563,1.1771,1.1767,1.1770032258064516,0.0003398461374019485,0.7372013651877133,681421af5bf39a1b89a5d31d
GBPCHF,2025-05-01 21:30:45.915239,2025-05-01 21:36:47.607398,1.1037,1.1033,1.103516129032258,0.00036247771054396903,1.0,681421af5bf39a1b89a5d31e
USDJPY,2025-05-01 21:30:45.915239,2025-05-01 21:36:47.635113,145.706,145.629,145.6721129032258,0.0005285843560953324,0.5714285714285714,681421af5bf39a1b89a5d31f
USDINR,2025-05-01 21:30:45.915239,2025-05-01 21:36:47.669364,84.592,84.5567,84.56627258064516,0.0004174240973708414,0.25673400673400676,681421af5bf39a1b89a5d320
USDCNY,2025-05-01 21:30:45.915239,2025-05-01 21:36:47.696101,7.2706,7.2706,7.2706,0.0,0.0,681421af5bf39a1b89a5d321
USDEUR,2025-05-01 21:36:47.901001,2025-05-01 21:42:55.616137,0.8865,0.8859,0.88623,0.0006770251514843031,1.0,6814231f5bf39a1b89a5d5b6
USDCAD,2025-05-01 21:36:47.901001,2025-05-01 21:42:55.647800,1.3842,1.3839,1.38406,0.00021675360894772553,0.6052631578947368,6814231f5bf39a1b89a5d5b7
USDGBP,2025-05-01 21:36:47.901001,2025-05-01 21:42:55.673673,0.7532,0.7528,0.753005,0.0005312049720784802,0.8773234200743495,6814231f5bf39a1b89a5d5b8
USDCHF,2025-05-01 21:36:47.901001,2025-05-01 21:42:55.707079,0.8313,0.8308,0.8310633333333333,0.0006016388642663287,0.4540901502504174,6814231f5bf39a1b89a5d5b9
USDAUD,2025-05-01 21:36:47.901001,2025-05-01 21:42:55.743378,1.5625,1.5612,1.5620800000000001,0.0008322237017310757,0.8129496402877698,6814231f5bf39a1b89a5d5ba
EURCHF,2025-05-01 21:36:47.901001,2025-05-01 21:42:55.768547,0.9378,0.9376,0.9377133333333333,0.0002132847991923381,0.41005291005291006,6814231f5bf39a1b89a5d5bb
GBPEUR,2025-05-01 21:36:47.901001,2025-05-01 21:42:55.790322,1.177,1.1765,1.176831666666667,0.0004248696004384185,0.6143344709897611,6814231f5bf39a1b89a5d5bc
GBPCHF,2025-05-01 21:36:47.901001,2025-05-01 21:42:55.810579,1.1037,1.1033,1.1035216666666665,0.0003624758915773797,0.6858974358974359,6814231f5bf39a1b89a5d5bd
USDJPY,2025-05-01 21:36:47.901001,2025-05-01 21:42:55.829736,145.684,145.521,145.60626666666667,0.0011194573127347833,0.7423469387755102,6814231f5bf39a1b89a5d5be
USDINR,2025-05-01 21:36:47.901001,2025-05-01 21:42:55.850584,84.5917,84.3708,84.55034666666667,0.002612644521386551,0.9537037037037037,6814231f5bf39a1b89a5d5bf
USDCNY,2025-05-01 21:36:47.901001,2025-05-01 21:42:55.865181,7.2706,7.2706,7.2706,0.0,0.0,6814231f5bf39a1b89a5d5c0
USDEUR,2025-05-01 21:42:55.948949,2025-05-01 21:48:57.587760,0.8861,0.8857,0.8858909090909092,0.0004515228634758553,0.5562913907284768,681424895bf39a1b89a5d81e
USDCAD,2025-05-01 21:42:55.948949,2025-05-01 21:48:57.603812,1.384,1.3836,1.383870909090909,0.0002890443012944925,0.7324561403508771,681424895bf39a1b89a5d81f
USDGBP,2025-05-01 21:42:55.948949,2025-05-01 21:48:57.629795,0.753,0.7527,0.75284,0.0003984910472344283,0.5799256505576208,681424895bf39a1b89a5d820
USDCHF,2025-05-01 21:42:55.948949,2025-05-01 21:48:57.658196,0.831,0.8303,0.8306963636363636,0.000842666503240343,0.5108514190317195,681424895bf39a1b89a5d821
USDAUD,2025-05-01 21:42:55.948949,2025-05-01 21:48:57.789727,1.5624,1.5605,1.561830909090909,0.0012165209363835302,0.6750599520383693,681424895bf39a1b89a5d822
EURCHF,2025-05-01 21:42:55.948949,2025-05-01 21:48:57.806173,0.9378,0.9374,0.9376654545454545,0.0004265913797515993,0.3333333333333333,681424895bf39a1b89a5d823
GBPEUR,2025-05-01 21:42:55.948949,2025-05-01 21:48:57.822743,1.1768,1.1766,1.1766545454545456,0.00016997342233757937,0.17747440273037543,681424895bf39a1b89a5d824
GBPCHF,2025-05-01 21:42:55.948949,2025-05-01 21:48:57.838437,1.1036,1.1029,1.1033127272727272,0.000634452936775459,0.8568376068376068,681424895bf39a1b89a5d825
USDJPY,2025-05-01 21:42:55.948949,2025-05-01 21:48:57.856004,145.568,145.512,145.5457818181818,0.0003847586601305129,0.5076530612244898,681424895bf39a1b89a5d826
USDINR,2025-05-01 21:42:55.948949,2025-05-01 21:48:57.872735,84.5792,84.5265,84.55236909090908,0.0006232823582191943,0.6548821548821548,681424895bf39a1b89a5d827
USDCNY,2025-05-01 21:42:55.948949,2025-05-01 21:48:57.891141,7.2706,7.2706,7.2706,0.0,0.0,681424895bf39a1b89a5d828
USDEUR,2025-05-01 21:48:57.982621,2025-05-01 21:55:02.223936,0.8857,0.8853,0.8855285714285713,0.0004517076161131316,0.48344370860927155,681425f65bf39a1b89a5da91
USDCAD,2025-05-01 21:48:57.982621,2025-05-01 21:55:02.240162,1.3838,1.3833,1.3836214285714286,0.00036137052352260007,0.8289473684210527,681425f65bf39a1b89a5da92
USDGBP,2025-05-01 21:48:57.982621,2025-05-01 21:55:02.255882,0.7528,0.7524,0.7525946428571428,0.0005314946150579958,0.9851301115241635,681425f65bf39a1b89a5da93
USDCHF,2025-05-01 21:48:57.982621,2025-05-01 21:55:02.271355,0.8303,0.8299,0.8301267857142857,0.00048185410576275466,0.41736227045075125,681425f65bf39a1b89a5da94
USDAUD,2025-05-01 21:48:57.982621,2025-05-01 21:55:02.287557,1.5615,1.5596,1.5607535714285714,0.001217360661402124,0.9916067146282974,681425f65bf39a1b89a5da95
EURCHF,2025-05-01 21:48:57.982621,2025-05-01 21:55:02.303872,0.9375,0.9372,0.9374250000000001,0.00032002560204812857,0.8015873015873016,681425f65bf39a1b89a5da96
GBPEUR,2025-05-01 21:48:57.982621,2025-05-01 21:55:02.320300,1.1766,1.1762,1.1765017857142859,0.0003399909841678032,0.8839590443686007,681425f65bf39a1b89a5da97
GBPCHF,2025-05-01 21:48:57.982621,2025-05-01 21:55:02.335083,1.103,1.1026,1.102882142857143,0.00036268607900723644,0.9807692307692307,681425f65bf39a1b89a5da98
USDJPY,2025-05-01 21:48:57.982621,2025-05-01 21:55:02.350662,145.518,145.463,145.48801785714286,0.00037803800484801606,0.5688775510204082,681425f65bf39a1b89a5da99
USDINR,2025-05-01 21:48:57.982621,2025-05-01 21:55:02.470014,84.5591,84.0162,84.47301607142857,0.006426904415736008,1.0,681425f65bf39a1b89a5da9a
USDCNY,2025-05-01 21:48:57.982621,2025-05-01 21:55:02.487641,7.2706,7.2706,7.2706,0.0,0.0,681425f65bf39a1b89a5da9b
